,Id,Target,Nucleoplasm,Nuclear membrane,Nucleoli,Nucleoli fibrillar center,Nuclear speckles,Nuclear bodies,Endoplasmic reticulum,Golgi apparatus,Peroxisomes,Endosomes,Lysosomes,Intermediate filaments,Actin filaments,Focal adhesion sites,Microtubules,Microtubule ends,Cytokinetic bridge,Mitotic spindle,Microtubule organizing center,Centrosome,Lipid droplets,Plasma membrane,Cell junctions,Mitochondria,Aggresome,Cytosol,Cytoplasmic bodies,Rods & rings
51,160721d8-bbca-11e8-b2bc-ac1f6b6435d0,[14],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,764d416a-bbc7-11e8-b2bc-ac1f6b6435d0,[20],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,569cf37c-bbba-11e8-b2ba-ac1f6b6435d0,[26  4],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,7a2b0206-bb9d-11e8-b2b9-ac1f6b6435d0,[26  3],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,066ef0be-bb9a-11e8-b2b9-ac1f6b6435d0,[25 13  3  0],1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,72807f42-bb9b-11e8-b2b9-ac1f6b6435d0,[19  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,85fd511a-bbca-11e8-b2bc-ac1f6b6435d0,[26 25 21],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
58,4e868226-bbaa-11e8-b2ba-ac1f6b6435d0,[12 14],0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,7107b960-bba9-11e8-b2ba-ac1f6b6435d0,[16  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,7ebf9886-bb9d-11e8-b2b9-ac1f6b6435d0,[16 14  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
61,183a7f02-bbc2-11e8-b2bb-ac1f6b6435d0,[1 0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,12b53ca6-bba0-11e8-b2b9-ac1f6b6435d0,[25  5],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,c9806c74-bbca-11e8-b2bc-ac1f6b6435d0,[ 5  0 27],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,0afda11a-bba0-11e8-b2b9-ac1f6b6435d0,[19  4 27],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
65,f116c1b4-bbb3-11e8-b2ba-ac1f6b6435d0,[24  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66,29bb964a-bbb2-11e8-b2ba-ac1f6b6435d0,[25],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,703c37de-bb9c-11e8-b2b9-ac1f6b6435d0,[6],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,6c21c47e-bbb6-11e8-b2ba-ac1f6b6435d0,[16 15  2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
69,108a02f8-bbb5-11e8-b2ba-ac1f6b6435d0,[25 21],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
70,08077000-bbc6-11e8-b2bc-ac1f6b6435d0,[2 8],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,9ae0e9b8-bbaf-11e8-b2ba-ac1f6b6435d0,[5 0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1c916d60-bbc0-11e8-b2bb-ac1f6b6435d0,[19],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,6264650c-bba9-11e8-b2ba-ac1f6b6435d0,[11],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,168f4e1a-bbc4-11e8-b2bc-ac1f6b6435d0,[19  5  0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,db2fe464-bba6-11e8-b2ba-ac1f6b6435d0,[25  1  0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,9515e652-bbb7-11e8-b2ba-ac1f6b6435d0,[15  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,18e6ed0e-bba0-11e8-b2b9-ac1f6b6435d0,[12 25  0],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,d415ced0-bbb2-11e8-b2ba-ac1f6b6435d0,[25  1],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,c0d1dc68-bbb4-11e8-b2ba-ac1f6b6435d0,[8],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,01a2fd5e-bbb4-11e8-b2ba-ac1f6b6435d0,[16 25 17  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
81,7a2cc0e6-bbb1-11e8-b2ba-ac1f6b6435d0,[22  4],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,461661ac-bba4-11e8-b2b9-ac1f6b6435d0,[11],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,9ebf50dc-bbab-11e8-b2ba-ac1f6b6435d0,[18  5],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,61ef3044-bb99-11e8-b2b9-ac1f6b6435d0,[25  0 21],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,67921ec0-bbb8-11e8-b2ba-ac1f6b6435d0,[4],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3ccb06ec-bbaf-11e8-b2ba-ac1f6b6435d0,[2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,e9044896-bbc4-11e8-b2bc-ac1f6b6435d0,[20 23  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
88,4a08a372-bbbf-11e8-b2ba-ac1f6b6435d0,[22  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,0b3f5d46-bbb7-11e8-b2ba-ac1f6b6435d0,[ 0 21],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,25e07ffa-bbc0-11e8-b2bb-ac1f6b6435d0,[20],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91,858c0066-bbaf-11e8-b2ba-ac1f6b6435d0,[26  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,6a71fd3c-bb9e-11e8-b2b9-ac1f6b6435d0,[18  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,ca7c4670-bbca-11e8-b2bc-ac1f6b6435d0,[6],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,5b18c856-bbc2-11e8-b2bb-ac1f6b6435d0,[16 15  2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
95,62a4447e-bbb3-11e8-b2ba-ac1f6b6435d0,[4],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,bbb2f750-bba3-11e8-b2b9-ac1f6b6435d0,[12  7  4],0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,5966c2b4-bbaa-11e8-b2ba-ac1f6b6435d0,[ 5  0 21],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,c2a5afae-bb9d-11e8-b2b9-ac1f6b6435d0,[19  5  0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,3b13c0e2-bbb8-11e8-b2ba-ac1f6b6435d0,[2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,342805f4-bba9-11e8-b2ba-ac1f6b6435d0,[ 6 13],0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2b3ce424-bba8-11e8-b2ba-ac1f6b6435d0,[ 5  0 27],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,cb811e74-bbbb-11e8-b2ba-ac1f6b6435d0,[22  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
103,b1131086-bb9f-11e8-b2b9-ac1f6b6435d0,[23 27],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
104,5027fa08-bbb7-11e8-b2ba-ac1f6b6435d0,[25  4],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,42d43a76-bbc9-11e8-b2bc-ac1f6b6435d0,[13 11],0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,d0ad28d0-bbbf-11e8-b2bb-ac1f6b6435d0,[19],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,3c1f58e4-bbb2-11e8-b2ba-ac1f6b6435d0,[19 13  0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108,3cc7fc1e-bbb8-11e8-b2ba-ac1f6b6435d0,[13],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,06167ff6-bb9a-11e8-b2b9-ac1f6b6435d0,[16 18 17],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
110,12472332-bb9c-11e8-b2b9-ac1f6b6435d0,[22 21],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
111,e164b8de-bbae-11e8-b2ba-ac1f6b6435d0,[24 18],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
112,2b83f71e-bbae-11e8-b2ba-ac1f6b6435d0,[19 25  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
113,09e83904-bbc1-11e8-b2bb-ac1f6b6435d0,[1 2 0],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1e6e0fee-bbc5-11e8-b2bc-ac1f6b6435d0,[2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,a74e60b8-bbc8-11e8-b2bc-ac1f6b6435d0,[15  5  0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,0230f2c2-bb9f-11e8-b2b9-ac1f6b6435d0,[11 16],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,486ba826-bba0-11e8-b2b9-ac1f6b6435d0,[23],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,7744ddc6-bbc7-11e8-b2bc-ac1f6b6435d0,[25 11 14],0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
119,790b3148-bbb1-11e8-b2ba-ac1f6b6435d0,[2 8],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,f9e412e2-bba9-11e8-b2ba-ac1f6b6435d0,[25 13],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,bfcad1ca-bbb5-11e8-b2ba-ac1f6b6435d0,[19  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
122,17cb4352-bba5-11e8-b2ba-ac1f6b6435d0,[13],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2acb9048-bbc7-11e8-b2bc-ac1f6b6435d0,[26 25],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
124,08b81de8-bba7-11e8-b2ba-ac1f6b6435d0,[25  4 21],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
125,15f8c6b4-bbb7-11e8-b2ba-ac1f6b6435d0,[23],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,21ae829a-bbbd-11e8-b2ba-ac1f6b6435d0,[13  4 21],0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,a6ab8e0a-bbbf-11e8-b2bb-ac1f6b6435d0,[24],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,8a384340-bbaa-11e8-b2ba-ac1f6b6435d0,[15  5  0],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,503cbeee-bbc0-11e8-b2bb-ac1f6b6435d0,[14  2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,064ee914-bba8-11e8-b2ba-ac1f6b6435d0,[1 0],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,f689729a-bba4-11e8-b2ba-ac1f6b6435d0,[19  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,88321896-bb9b-11e8-b2b9-ac1f6b6435d0,[19  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,[12 25 21],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
134,0e051cae-bbc2-11e8-b2bb-ac1f6b6435d0,[13  0],1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,ff500aee-bba2-11e8-b2b9-ac1f6b6435d0,[15  2  0],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,2d8bf834-bbc9-11e8-b2bc-ac1f6b6435d0,[14  2],0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0582062a-bba2-11e8-b2b9-ac1f6b6435d0,[25  0],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,b885abe4-bba9-11e8-b2ba-ac1f6b6435d0,[19 21],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
139,3189ef12-bbb6-11e8-b2ba-ac1f6b6435d0,[ 0 21],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,2d435dfe-bbc9-11e8-b2bc-ac1f6b6435d0,[ 6 14  2],0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2a68692c-bb9b-11e8-b2b9-ac1f6b6435d0,[21],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,7d4526f8-bbbe-11e8-b2ba-ac1f6b6435d0,[13 21],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
